passage,reading_level
"Frog swam over to the turtle. ""Turtle,"" said Frog, ""you will have to go away.""",Elementary
"""Why should I?"" asked the turtle.",Elementary
"""Because Toad thinks that he looks funny in his bathins suit, and he does not want you to see him,"" said Frog.",Elementary
"Some lizards were sitting nearby. ""Does Toad really look funny in his bathing suit?"" they asked.",Elementary
"A snake crawled out of the grass. ""If Toad looks funny in his bathing suit,"" said the snake, ""then I, for one, want to see him.""",Elementary
"""We want to see him too,"" said the dragonflies.",Elementary
"""Me too,"" said a field mouse. ""I have not seen anything funny in a long time.""",Elementary
"Frog swam back to Toad. ""I am sorry, Toad,"" he said. ""Everyone wants to see how you will look.""",Elementary
"""Then I will stay right here until they go away,"" said Toad.",Elementary
The turtle and the lizards and the snake and the dragonflies and the field mouse all sat on the riverbank. They waited for Toad to come out of the water.,Elementary
"""Please,"" cried Frog, ""please go away!"" But no one went away.",Elementary
"You must have your old Bunny! she said. ""Fancy all that fuss for a toy!""",Elementary
"I can! said the little Rabbit. ""I can jump higher than anything!"" He meant when the Boy threw him, but of course he didn't want to say so.",Elementary
"The Boy was going to the seaside to-morrow. Everything was arranged, and now it only remained to carry out the doctor's orders. They talked about it all, while the little Rabbit lay under the bedclothes, with just his head peeping out, and listened. The room was to be disinfected, and all the books and toys that the Boy had played with in bed must be burnt.",Elementary
"It was a bright, sunny morning, and the windows stood wide open. They had carried the Boy out on to the balcony, wrapped in a shawl, and the little Rabbit lay tangled up among the bedclothes, thinking.",Elementary
"His face grew very flushed, and he talked in his sleep, and his little body was so hot that it burned the Rabbit when he held him close. Strange people came and went in the nursery, and a light burned all night and through it all the little Velveteen Rabbit lay there, hidden from sight under the bedclothes, and he never stirred, for he was afraid that if they found him some one might take him away, and he knew that the Boy needed him.",Elementary
"Hurrah! thought the little Rabbit. ""To-morrow we shall go to the seaside!"" For the boy had often talked of the seaside, and he wanted very much to see the big waves coming in, and the tiny crabs, and the sand castles.",Elementary
"Just then there was a sound of footsteps, and the Boy ran past near them, and with a stamp of feet and a flash of white tails the two strange rabbits disappeared.",Elementary
"I have! cried the little Rabbit. ""I have got hind legs! I am sitting on them!""",Elementary
"Spring came, and they had long days in the garden, for wherever the Boy went the Rabbit went too. He had rides in the wheelbarrow, and picnics on the grass, and lovely fairy huts built for him under the raspberry canes behind the flower border. And once, when the Boy was called away suddenly to go out to tea, the Rabbit was left out on the lawn until long after dusk, and Nana had to come and look for him with the candle because the Boy couldn't go to sleep unless he was there. He was wet through with the dew and quite earthy from diving into the burrows the Boy had made for him in the flower bed, and Nana grumbled as she rubbed him off with a corner of her apron.",Elementary
"That? said the doctor. ""Why, it's a mass of scarlet fever germs!-Burn it at once. What? Nonsense! Get him a new one. He mustn't have that any more!""",Elementary
"That night, and for many nights after, the Velveteen Rabbit slept in the Boy's bed. At first he found it rather uncomfortable, for the Boy hugged him very tight, and sometimes he rolled over on him, and sometimes he pushed him so far under the pillow that the Rabbit could scarcely breathe. And he missed, too, those long moonlight hours in the nursery, when all the house was silent, and his talks with the Skin Horse. But very soon he grew to like it, for the Boy used to talk to him, and made nice tunnels for him under the bedclothes that he said were like the burrows the real rabbits lived in. And they had splendid games together, in whispers, when Nana had gone away to her supper and left the night-light burning on the mantelpiece. And when the Boy dropped off to sleep, the Rabbit would snuggle down close under his little warm chin and dream, with the Boy's hands clasped close round him all night long.",Elementary
"That night he was almost too happy to sleep, and so much love stirred in his little sawdust heart that it almost burst. And into his boot-button eyes, that had long ago lost their polish, there came a look of wisdom and beauty, so that even Nana noticed it next morning when she picked him up, and said, ""I declare if that old Bunny hasn't got quite a knowing expression!""",Elementary
"When the little Rabbit heard that he was happy, for he knew that what the Skin Horse had said was true at last. The nursery magic had happened to him, and he was a toy no longer. He was Real. The Boy himself had said it.",Elementary
"Near the house where they lived there was a wood, and in the long June evenings the Boy liked to go there after tea to play. He took the Velveteen Rabbit with him, and before he wandered off to pick flowers, or play at brigands among the trees, he always made the Rabbit a little nest somewhere among the bracken, where he would be quite cosy, for he was a kind-hearted little boy and he liked Bunny to be comfortable. One evening, while the Rabbit was lying there alone, watching the ants that ran to and fro between his velvet paws in the grass, he saw two strange beings creep out of the tall bracken near him.",Elementary
"And so time went on, and the little Rabbit was very happy-so happy that he never noticed how his beautiful velveteen fur was getting shabbier and shabbier, and his tail becoming unsewn, and all the pink rubbed off his nose where the Boy had kissed him.",Elementary
How about his old Bunny? she asked.,Elementary
"He doesn't smell right! he exclaimed. ""He isn't a rabbit at all! He isn't real!""",Elementary
"One evening, when the Boy was going to bed, he couldn't find the china dog that always slept with him. Nana was in a hurry, and it was too much trouble to hunt for china dogs at bedtime, so she simply looked about her, and seeing that the toy cupboard door stood open, she made a swoop.",Elementary
"And then, one day, the Boy was ill.",Elementary
"Give me my Bunny! he said. ""You mustn't say that. He isn't a toy. He's REAL!""",Elementary
"I don't like dancing, he said. ""I'd rather sit still!""",Elementary
Can you hop on your hind legs? asked the furry rabbit.,Elementary
"The strange rabbit stopped dancing, and came quite close. He came so close this time that his long whiskers brushed the Velveteen Rabbit's ear, and then he wrinkled his nose suddenly and flattened his ears and jumped backwards.",Elementary
"But all the while he was longing to dance, for a funny new tickly feeling ran through him, and he felt he would give anything in the world to be able to jump about like these rabbits did.",Elementary
"He hasn't got any hind legs! he called out. ""Fancy a rabbit without any hind legs!"" And he began to laugh.",Elementary
"Oh, dear! he thought. ""Why did they run away like that? Why couldn't they stop and talk to me?""",Elementary
"The Rabbit sighed. He thought it would be a long time before this magic called Real happened to him. He longed to become Real, to know what it felt like; and yet the idea of growing shabby and losing his eyes and whiskers was rather sad. He wished that he could become it without these uncomfortable things happening to him.",Elementary
"I suppose you are real? said the Rabbit. And then he wished he had not said it, for he thought the Skin Horse might be sensitive. But the Skin Horse only smiled.",Elementary
I don't want to! he said again.,Elementary
Just then Nana caught sight of him.,Elementary
The Skin Horse Tells His Story,Elementary
"There was a person called Nana who ruled the nursery. Sometimes she took no notice of the playthings lying about, and sometimes, for no reason whatever, she went swooping about like a great wind and hustled them away in cupboards. She called this ""tidying up,"" and the playthings all hated it, especially the tin ones. The Rabbit didn't mind it so much, for wherever he was thrown he came down soft.",Elementary
"And so the little Rabbit was put into a sack with the old picture-books and a lot of rubbish, and carried out to the end of the garden behind the fowl-house. That was a fine place to make a bonfire, only the gardener was too busy just then to attend to it. He had the potatoes to dig and the green peas to gather, but next morning he promised to come quite early and burn the whole lot.",Elementary
"The Boy's Uncle made me Real, he said. ""That was a great many years ago; but once you are Real you can't become unreal again. It lasts for always.""",Elementary
"Come back and play with me! called the little Rabbit. ""Oh, do come back! I know I am Real!""",Elementary
"I am Real! said the little Rabbit. ""I am Real! The Boy said so!"" And he nearly began to cry.",Elementary
But the wild rabbits have very sharp eyes. And this one stretched out his neck and looked.,Elementary
"They were rabbits like himself, but quite furry and brand-new. They must have been very well made, for their seams didn't show at all, and they changed shape in a queer way when they moved; one minute they were long and thin and the next minute fat and bunchy, instead of always staying the same like he did. Their feet padded softly on the ground, and they crept quite close to him, twitching their noses, while the Rabbit stared hard to see which side the clockwork stuck out, for he knew that people who jump generally have something to wind them up. But he couldn't see it. They were evidently a new kind of rabbit altogether.",Elementary
Why don't you get up and play with us? one of them asked.,Elementary
I don't believe you can! he said.,Elementary
"They stared at him, and the little Rabbit stared back. And all the time their noses twitched.",Elementary
"For a long time he lay very still, watching the bracken, and hoping that they would come back. But they never returned, and presently the sun sank lower and the little white moths fluttered out, and the Boy came and carried him home.",Elementary
"Ho! said the furry rabbit. ""It's as easy as anything,"" And he gave a big hop sideways and stood on his hind legs.",Elementary
"Here, she said, ""take your old Bunny! He'll do to sleep with you!"" And she dragged the Rabbit out by one ear, and put him into the Boy's arms.",Elementary
"I don't feel like it, said the Rabbit, for he didn't want to explain that he had no clockwork.",Elementary
"Weeks passed, and the little Rabbit grew very old and shabby, but the Boy loved him just as much. He loved him so hard that he loved all his whiskers off, and the pink lining to his ears turned grey, and his brown spots faded. He even began to lose his shape, and he scarcely looked like a rabbit any more, except to the Boy. To him he was always beautiful, and that was all that the little Rabbit cared about. He didn't mind how he looked to other people, because the nursery magic had made him Real, and when you are Real shabbiness doesn't matter.",Elementary
"But there was no answer, only the little ants ran to and fro, and the bracken swayed gently where the two strangers had passed. The Velveteen Rabbit was all alone.",Elementary
The Boy sat up in bed and stretched out his hands.,Elementary
"It was a long weary time, for the Boy was too ill to play, and the little Rabbit found it rather dull with nothing to do all day long. But he snuggled down patiently, and looked forward to the time when the Boy should be well again, and they would go out in the garden amongst the flowers and the butterflies and play splendid games in the raspberry thicket like they used to. All sorts of delightful things he planned, and while the Boy lay half asleep he crept up close to the pillow and whispered them in his ear. And presently the fever turned, and the Boy got better. He was able to sit up in bed and look at picture-books, while the little Rabbit cuddled close at his side. And one day, they let him get up and dress.",Elementary
"That was a dreadful question, for the Velveteen Rabbit had no hind legs at all! The back of him was made all in one piece, like a pincushion. He sat still in the bracken, and hoped that the other rabbits wouldn't notice.",Elementary
Sylvester Duncan lived with his mother and father at Acorn Road in Oatsdale. One of his hobbies was collecting pebbles of unusual shape and color.,Elementary
"On a rainy Saturday during vacation he found a quite extraordinary one. It was flaming red, shiny, and perfectly round, like a marble. As he was studying this remarkable pebble, he began to shiver, probably from excitement, and the rain felt cold on his back. ""I wish it would stop raining,"" he said.",Elementary
"To his great surprise the rain stopped. It didn't stop gradually as rains usually do. It CEASED. The drops vanished on the way down, the clouds disappeared, everything was dry, and the sun was shining as if rain had never existed.",Elementary
"In all his young life Sylvester had never had a wish gratified so quickly. It struck him that magic must be at work, and he guessed that the magic must be in the remarkable-looking red pebble. (Where indeed it was.) To make a test, he put the pebble on the ground and said, ""I wish it would rain again."" Nothing happened. But when he said the same thing holding the pebble in his hoof, the sky turned black, there was lightning and a clap of thunder, and the rain came shooting down.",Elementary
"""What a lucky day this is!"" thought Sylvester. ""From now on I can have anything I want. My father and mother can have anything they want. My relatives, my friends, and anybody at all can have everything anybody wants!""",Elementary
"He wished the sunshine back in the sky, and he wished a wart on his left hind fetlock would disappear, and it did, and he started home, eager to amaze his father and mother with his magic pebble. He could hardly wait to see their faces. Maybe they wouldn't even believe him at first.",Elementary
"As he was crossing Strawberry Hill, thinking of some of the many, many things he could wish for, he was startled to see a mean, hungry lion looking right at him from behind some tall grass. He was frightened. If he hadn't been so frightened, he could have made the lion disappear, or he could have wished himself safe at home with his father and mother.",Elementary
"He could have wished the lion would turn into a butterfly or a daisy or a gnat. He could have wished many things, but he panicked and couldn't think carefully.",Elementary
"""I wish I were a rock,"" he said, and he became a rock. The lion came bounding over, sniffer the rock a hundred times, walked around and around it, and went away confused, perplexed, puzzled, and bewildered. ""I saw that little donkey as clear as day. Maybe I'm going crazy,"" he muttered.",Elementary
"And there was Sylvester, a rock on Strawberry Hill, with the magic pebble lying right beside him on the ground, and he was unable to pick it up. ""Oh, how I wish I were myself again,"" he thought, but nothing happened. He had to be touching the pebble to make the magic work, but there was nothing he could do about it.",Elementary
"His thoughts began to race like mad. He was scared and worried. Being helpless, he felt hopeless. He imagined all the possibilities, and eventually he realized that his only chance of becoming himself again was for someone to find the red pebble and to wish that the rock next to it would be a donkey. Someone would surely find the red pebble - it was so bright and shiny - but what on earth would make them wish that a rock were a donkey? The chance was one in a billion at best.",Elementary
Sylvester fell asleep. What else could he do? Night came with many stars.,Elementary
"Meanwhile, back at home, Mr. and Mrs. Duncan paced the floor, frantic with worry. Sylvester had never come home later than dinner time. Where could he be? They stayed up all night wondering what had happened, expecting that Sylvester would surely turn up by morning. But he didn't, of course. Mrs. Duncan cried a lot and Mr. Duncan did his best to soothe her. Both longed to have their dear son with them.",Elementary
"""I will never scold Sylvester again as long as I live,"" said Mrs. Duncan, ""no matter what he does.""",Elementary
"At dawn, they went about inquiring of all the neighbors. They talked to all the children - the puppies, the kittens, the colts, the piglets. No one had seen Syvester since the day before yesterday.",Elementary
They went to the police. The police could not find their child.,Elementary
"All the dogs in Oatsdale went searching for him. They sniffed behind every rock and tree and blade of grass, into every nook and gully of the neighborhood and beyond, but found not a scent of him. They sniffed the rock on Strawberry Hill, but it smelled like a rock. It didn't smell like Sylvester.",Elementary
"After a month of searching the same places over and over again, and inquiring of the same animals over and over again, Mr. and Mrs. Duncan no longer knew what to do. They concluded that something dreadful must have happened and that they would probably never see their son again. (Though all the time he was less than a mile away.)",Elementary
"They tried their best to be happy, to go about their usual ways. But their usual ways included Sylvester and they were always reminded of him. They were miserable. Life had no meaning for them any more.",Elementary
"Night followed day and day followed night over and over again. Sylvester on the hill woke up less and less often. When he was awake, he was only hopeless and unhappy.",Elementary
He felt he would be a rock forever and he tried to get used to it. He went into a endless sleep. The days grew colder. Fall came with the leaves changing color. Then the leaves fell and the grass bent to the ground.,Elementary
"Then it was winter. The winds blew, this way and that. It snowed. Mostly, the animals stayed indoors, living on the food they had stored up.",Elementary
One day a wolf sat on the rock that was Sylvester and howled and howled because he was hungry.,Elementary
Then the snows melted. The earth warmed up in the spring sun and things budded.,Elementary
Leaves were on the trees again. Flowers showed their young faces.,Elementary
"One day in May, Mr. Duncan insisted that his wife go with him on a picnic. ""Let's cheer up,"" he said. ""Let us try to live again and be happy even though Sylvester, our angel, is no longer with us."" They went to Strawberry Hill.",Elementary
"Mrs. Duncan sat down on the rock. The warmth of his own mother sitting on him work Sylvester up from his deep winter sleep. How he wanted to shout, ""Mother! Father! It's me, Sylvester, I'm right here!"" But he couldn't talk. He had no voice. He was stone-dumb.",Elementary
"Mr. Duncan walked aimlessly about while Mrs. Duncan set out the picnic food on the rock - alfalfa sandwiches, pickled oats, sassafras salad, timothy compote. Suddenly Mr. Duncan saw the red pebble. ""What a fantastic pebble!"" he exclaimed. ""Sylvester would have loved it for his collection."" He put the pebble on the rock.",Elementary
"They sat down to eat. Sylvester was now as wide awake as a donkey that was a rock could possibly be. Mrs. Duncan felt some mysterious excitement. ""You know, Father,"" she said suddenly, ""I have the strangest feeling that our dear Sylvester is still alive and not far away.""",Elementary
"""I am, I am!"" Sylvester wanted to shout, but he couldn't. If only he had realized that the pebble resting on his back was the magic pebble!",Elementary
"""Oh, how I wish he were here with us on this lovely May day,"" said Mrs. Duncan. Mr. Duncan looked sadly at the ground. ""Don't you wish it too, Father?"" she said. He looked at her as if to say, ""How can you ask such a question?""",Elementary
Mr. and Mrs. Duncan looked at each other with great sorrow.,Elementary
"""I wish I were myself again, I wish I were my real self again!"" thought Sylvester. And in less than an instant, he was!",Elementary
"You can imagine the scene that followed - the embraces, the kisses, the questions, the answers, the loving looks and the fond exclamations!",Elementary
"When they had eventually calmed down a bit, and had gotten home, Mr. Duncan put the magic pebble in an iron safe. Some day they might want to use it, but really, for now, what more could they wish for? They had all that they wanted.",Elementary
"""Where's Papa going with that ax?"" said Fern to her mother as they were setting the table for breakfast.",Elementary
"""Out to the hoghouse,"" replied Mrs. Arable. ""Some pigs were born last night.""",Elementary
"""I don't see why he needs an ax,"" continued Fern, who was only eight.",Elementary
"""Well,"" said her mother, ""one of the pigs is a runt. It's very small and weak, and it will never amount to anything. So your father has decided to do away with it.""",Elementary
"""Do away with it?"" shrieked Fern. ""You mean kill it? Just because it's smaller than the others?""",Elementary
"Mrs. Arable put a pitcher of cream on the table. ""Don't yell, Fern!"" she said. ""Your father is right. The pig would probably die anyway.""",Elementary
Fern pushed a chair out of the way and ran outdoors. The grass was wet and the earth smelled of springtime. Fern's sneakers were sopping by the time she caught up with her father.,Elementary
"""Please don't kill it!"" she sobbed. ""It's unfair.""",Elementary
"Mr. Arable stopped walking. ""Fern,"" he said gently, ""you will have to learn to control yourself.""",Elementary
"""Control myself?"" yelled Fern. ""This is a matter of life and death, and you talk about controlling myself.""",Elementary
Tears ran down her cheeks and she took hold of the ax and tried to pull it out of her father's hand.,Elementary
"""Fern,"" said Mr. Arable, ""I know more about raising a litter of pigs than you do. A weakling makes trouble. Now run along!""",Elementary
"""But it's unfair,"" cried Fern. ""The pig couldn't help being born small, could it? If I had been very small at birth, would you have killed me?""",Elementary
"Mr. Arable smiled. ""Certainly not,"" he said, looking down at his daughter with love. ""But this is different. A little girl is one thing, a little runty pig is another.""",Elementary
"""I see no difference,"" replied Fern, still hanging on to the ax. ""This is the most terrible case of injustice I have ever heard of.""",Elementary
A queer look came over John Arable's face. He seemed almost ready to cry himself.,Elementary
"""All right,"" he said. ""You go back to the house and I will bring the runt when I come in. I'll let you start it on a bottle, like a baby. Then you'll see what trouble a pig can be.""",Elementary
"When Mr. Arable returned to the house half an hour later, he carried a carton under his arm. Fern was upstairs changing her sneakers. The kitchen table was set for breakfast, and the room smelled of coffee, bacon, damp plaster, and wood smoke from the stove.",Elementary
"""Put it on her chair!"" said Mrs. Arable. Mr. Arable set the carton down at Fern's place. Then he walked to the sink and washed his hands and dried them on the roller towel.",Elementary
"Fern came slowly down the stairs. Her eyes were red from crying. As she approached her chair, the carton wobbled, and there was a scratching noise. Fern looked at her father. Then she lifted the lid of the carton. There, inside, looking up at her, was the newborn pig. It was a white one. The morning light shone through its ears, turning them pink.",Elementary
"""He's yours,"" said Mr. Arable. ""Saved from an untimely death. And may the good Lord forgive me for this foolishness.""",Elementary
"Fern couldn't take her eyes off the tiny pig. ""Oh,"" she whispered. ""Oh, look at him! He's absolutely perfect.""",Elementary
"She closed the carton carefully. First she kissed her father, then she kissed her mother.  Then she opened the lid again, lifted the pig out, and held it against her cheek. At this moment her brother Avery came into the room. Avery was ten. He was heavily armed - an air rifle in one hand, a wooden dagger in the other.",Elementary
"""What's that?"" he demanded. ""What's Fern got?""",Elementary
"""She's got a guest for breakfast,"" said Mrs. Arable. ""Wash your hands and face, Avery!""",Elementary
"""Let's see it!"" said Avery, setting his gun down. ""You call that miserable thing a pig? That's a fine specimen of a pig - it's no bigger than a white rat.""",Elementary
"""Wash up and eat your breakfast, Avery!"" said his mother. ""The school bus will be along in half an hour.""",Elementary
"""Can I have a pig, too, Pop?"" asked Avery.",Elementary
"""No, I only distribute pigs to early risers,"" said Mr. Arable. ""Fern was up at daylight, trying to rid the world of injustice. As a result, she now has a pig. A small one, to be sure, but nevertheless a pig. It just shows what can happen if a person gets out of bed promptly. Let's eat!""",Elementary
"But Fern couldn't eat until her pig had had a drink of milk. Mrs. Arable found a baby's nursing bottle and a rubber nipple. She poured warm milk into the bottle, fitted the nipple over the top, and handed it to Fern. ""Give him his breakfast!"" she said.",Elementary
"A minute later, Ferm was seated on the floor in the corner of the kitchen with her infant between her knees, teaching it to suck from the bottle. The pig, although tiny, had a good appetite and caught on quickly.",Elementary
"The school bus honked from the road. ""Run!"" commanded Mrs. Arable, taking the pig from Fern and slipping a doughnut into her hand. Avery grabbed his gun and another doughnut.",Elementary
"The children ran out to the road and climbed into the bus. Fern took no notice of the others in the bus. She just sat and stared out of the window, thinking what a blissful world it was and how lucky she was to have entire charge of a pig. By the time the bus reached school, Fern had named her pet, selecting the most beautiful name she could think of.",Elementary
"""Its name is Wilbur,"" she whispered to herself. She was still thinking about the pig when the teacher said: ""Fern, what is the capital of Pennsylvania?""",Elementary
"""Wilbur,"" replied Fern, dreamily. The pupils giggled. Fern blushed.",Elementary
"Fern loved Wilbur more than anything. She loved to stroke him, to feed him, to put him to bed. Every morning, as soon as she got up, she warmed his milk, tied his bib on, and held the bottle for him. Every afternoon, when the school bus stopped in front of her house, she jumped out and ran to the kitchen to fix another bottle for him. She fed him again at suppertime, and again just before going to bed. Mrs. Arable gave him a feeding around noontime each day, when Fern was away in school. Wilbur loved his milk, and he was never happier than when Fern was warming up a bottle for him. He would stand and gaze at her with adoring eyes.",Elementary
"For the first few days of his life, Wilbur was allowed to live in a box near the stove in the kitchen. Then, when Mrs. Arable complained, he was moved to a bigger box in the woodshed. It was apple-blossom time, and the days were getting warmer. Mr. Arable fixed a small yard specially for Wilbur under an apple tree, and gave him a large wooden box full of straw, with a doorway cut in it so he could walk in and out as he pleased.",Elementary
"""Won't he be cold at night?"" asked Fern. ""No,"" said her father. ""You watch and see what he does.""",Elementary
"Carrying a bottle of milk, Fern sat down under the apple tree inside the yard. Wilbur ran to her and she held the bottle for him while he sucked. When he had finished the last drop, he grunted and walked sleepily into the box. Fern peered through the door. Wilbur was poking the straw with his snout. In a short time he had dug a tunnel in the straw. He crawled into the tunnel and disappeared from sight, completely covered with straw. Ferm was enchanted. It relieved her mind to know that her baby would sleep covered up, and would stay warm.",Elementary
"Every morning after breakfast, Wilbur walked out to the road with Fern and waited with her till the bus came. She would wave good-bye to him, and he would stand and watch the bus until it vanished around a turn. While Fern was in school, Wilbur was shut up inside his yard. But as soon as she got home in the afternoon, she would take him out and he would follow her around the place. If she went into the house, Wilbur went, too. If she went upstairs, Wilbur would wait at the bottom step until she came down again. If she took her doll for a walk in the doll carriage, Wilbur followed along. Sometimes, on these journeys, Wilbur would get tired, and Fern would pick him up and put him in the carriage alongside the doll. He liked this. And if he was very tired, he would close his eyes and go to sleep under the doll's blanket. He looked cute when his eyes were closed, because his lashes were so long. The doll would close her eyes, too, and Fern would wheel the carriage very slowly and smoothly so as not to wake her infants.",Elementary
"One warm afternoon, Fern and Avery put on pathing suits and went down to the brook for a swim. Wilbur tagged along at Fern's hells. When she waded into the brook, Wilbur waded in with her. He found the water quite cold - too cold for his liking. So while the children swam and played and splashed water at each other, Wilbur amused himself in the mud along the edge of the brook, where it was warm and moist and delightfully sticky and oozy.",Elementary
"Every day was a happy day, and every night was peaceful.",Elementary
"Wilbur was what farmers call a spring pig, which simply means that he was born in springtime. When he was five weeks old, Mr. Arable said he was now big enough to sell, and would have to be sold. Fern broke down and wept. But her father was firm about it. Wilbur's appetite had increased; he was beginning to eat scraps of food in addition to milk. Mr. Arable was not willing to provide for him any longer. He had already sold Wilbur's ten brothers and sisters.",Elementary
"""He's got to go, Fern,"" he said. ""You have had your fun raising a baby pig, but Wilbur is not a baby any longer and he has got to be sold.""",Elementary
"""Call up the Zuckermans,"" suggested Mrs. Arable to Fern. ""Your Uncle Homer sometimes raises a pig. And if Wilbur goes there to live, you can walk down the road and visit him as often as you like.""",Elementary
"""How much money should I ask for him?"" Fern wanted to know.",Elementary
"""Well,"" said her father, ""he's a runt. Tell your Uncle Homer you've got a pig you'll sell for six dollars, and see what he says.""",Elementary
"It was soon arranged. Fern phoned and got her Aunt Edith, and her Aunt Edith hollered for Uncle Homer, and Uncle Homer came in from the barn and talked to Fern. When he heard that the price was only six dollars, he said he would buy the pig. Next day Wilbur was taken from his home under the apple tree and went to live in a manure pile in the cellar of Zuckerman's barn.",Elementary
"The barn was very large. It was very old. It smalled of hay and it smelled of manure. It smelled of the perspiration of tired horses and the wonderful sweet breath of patient cows. It often had a sort of peaceful smell - as though nothing bad could happen ever again in the world. It smelled of grain and of harness dressing and of axle grease and of rubber boots and of new rope. And whenever the cat was given a fish-head to eat, the barn would smell of fish. But mostly it smelled of hay, for there was always hay in the great loft up overhead. And there was always hay being pitched down to the cows and the horses and the sheep.",Elementary
"The barn was pleasantly warm in winter when the animals spent most of their time indoors, and it was pleasantly cool in summer when the big doors stood wide open to the breeze. The barn had stalls on the main floor for the work horses, tie-ups on the main floor for the cows, and sheepfold down below for the sheep, a pigpen down below for Wilbur, and it was full of all sorts of things that you find in barns: ladders, grindstones, pitch forks, monkey wrenches, scythes, lawn mowers, snow shovels, ax handles, milk pails, water buckets, empty grain sacks, and rusty rat traps. It was the kind of barn that swallows like to build their nests in. It was the kind of barn that children like to play in. And the whole thing was owned by Fern's uncle, Mr. Homer L. Zuckerman.",Elementary
"Wilbur's new home was in the lower part of the barn, directly underneath the cows. Mr. Zuckerman knew that a manure pile is a good place to keep a young pig. Pigs need warmth, and it was warm and comfortable down there in the barn cellar on the south side.",Elementary
"Fern came almost every day to visit him. She found an old milking stool that had been discarded, and she placed the stool in the sheepfold next to Wilbur's pen. Here she sat quietly during the long afternoons, thinking and listening and watching Wilbur. The sheep soon got to know her and trust her. So did the geese, who lived with the sheep. All the animals trusted her, she was so quiet and friendly. Mr. Zuckerman did not allow her to take Wilbur out, and he did not allow her to get into the pigpen. But he told Fern she could sit on the stool and watch Wilbur as long as she wanted to. It made her happy just to be near the pig, and it made Wilbur happy to know that she was sitting there, right outside his pen. But he never had any fun - no walks, no rides, no swims.",Elementary
"One afternoon in June, when Wilbur was almost two months old, he wandered out into his small yard outside the barn. Fern had not arrived for her usual visit. Wilbur stood in the sun feeling lonely and bored.",Elementary
"""There's never anything to do around here,"" he thought. He walked slowly to his food trough and sniffed to see if anything had been overlooked at lunch. He found a small strip of potato skin and ate it. His back itched, so he leaned against the fence and rubbed against the boards. When he tired of this, he walked indoors, climbed to the top of the manure pile, and sat down. He didn't feel like going to sleep, he didn't feel like digging, he was tired of standing still, tired of lying down. ""I'm less than two months old and I'm tired of living,"" he said. He walked out to the yard again.",Elementary
"""When I'm out here,"" he said. ""there's no place to go but in. When I'm indoors, there's no place to go but out in the yard.""",Elementary
"""That's where you're wrong, my friend, my friend,"" said a voice.",Elementary
Wilbur looked through the fence and saw the goose standing there.,Elementary
"""You don't have to stay in that dirty-little dirty-little dirty-little yard,"" said the goose, who talked rather fast. ""One of the boards is loose. Push on it, push-push-push on it, and come on out!""",Elementary
"""What?"" said Wilbur. ""Say it slower!""",Elementary
"""At-at-at, at the risk of repeating myself,"" said the goose, ""I suggest that you come on out. It's wonderful out here.""",Elementary
"""Did you say a board was loose?""",Elementary
"""That I did, that I did,"" said the goose.",Elementary
"Wilbur walked up to the fence and saw that the goose was right - one board was loose. He put his head down, shut his eyes, and pushed. The board gave way. In a minute he had squeezed through the fence and was standing in the long grass outside his yard. The goose chuckled.",Elementary
"""How does it feel to be free?"" she asked.",Elementary
"""I like it,"" said Wilbur. ""That is, I guess I like it."" Actually, Wilbur felt queer to be outside his fence with nothing between him and the big world.",Elementary
"""Where do you think I'd better go?""",Elementary
"""Anywhere you like, anywhere you like,"" said the goose. ""Go down through the orchard, root up the sod! Go down through the garden, dig up the radishes! Root up everything! Eat grass! Look for corn! Look for oats! Run all over! Skip and dance, jump and prance! Go down through the orchard and stroll in the woods! The world is a wonderful place when you're young.""",Elementary
"""I can see that,"" replied Wilbur. He gave a jump in the air, twirled, ran a few steps, stopped, looked all around, sniffed the smells of afternoon, and then set off walking down through the orchard. Pausing in the shade of an apple tree, he put his strong snout into the ground and began pushing, digging, and rooting. He felt very happy. He had plowed up quite a piece of ground before anyone noticed him. Mrs. Zuckerman was the first to see him. She saw him from the kitchen window, and she immediately shouted for the men.",Elementary
"""Ho-mer!"" she cried. ""Pig's out! Lurvy! Pig's out! Homer! Lurvy! Pig's out. He's down there under that apple tree.""",Elementary
"""Now the trouble starts,"" thought Wilbur. ""Now I'll catch it.""",Elementary
"The goose heard the racket and she, too, started hollering. ""Run-run-run downhill, make for the woods, the woods!"" she shouted to Wilbur. ""They'll never-never-never catch you in the woods.""",Elementary
"There is a house, a napping house, where everyone is sleeping.",Elementary
"And in that house there is a bed, a cozy bed, in a napping house, where everyone is sleeping.",Elementary
"And on that bed there is a granny, a snoring granny on a cozy bed in a napping house, where everyone is sleeping.",Elementary
"And on that granny there is a child, a dreaming child on a snoring granny on a cozy bed in a napping house, where everyone is sleeping.",Elementary
"And on that child there is a dog, a dozing dog on a dreaming child on a snoring granny on a cozy bed in a napping house, where everyone is sleeping.",Elementary
"And on that dog there is a cat, a snoozing cat on a dozing dog on a dreaming child on a snoring granny on a cozy bed in a napping house, where everyone is sleeping.",Elementary
"And on that cat there is a mouse, a slumbering mouse on a snoozing cat on a dozing dog on a dreaming child on a snoring granny on a cozy bed in a napping house, where everyone is sleeping.",Elementary
And on that mouse there is a flea...,Elementary
